Ticket ID,Customer ID,Customer Name,Email Address,Phone Number,Support Issue Category,Issue Description,Ticket Priority,Ticket Status,Support Representative,Resolution Description,Resolution Date,Ticket Created Date,Ticket Closed Date,Customer Satisfaction Rating,Follow-up Status,Customer Location,Product ID (Linked to Issue),Communication Channel,Escalation Level,Resolution Time,Assigned Team
9VVPEIHH,5O9BGXXH,Customer_A9Z66,H7SMD@example.com,+1-1634481204,Inquiry,Issue description for order MBM3OW0LJC,Low,Open,Representative_5JKZU,Resolution for order MBM3OW0LJC,2023-12-15,2023-12-20,2023-12-30,4,Pending,Location_6N301,61ZU13ND,Email,Level 1,4,Team_MC6
Y0QJ7CZK,7RQP6TUE,Customer_DHZTW,23BHC@example.com,+1-1720853758,Inquiry,Issue description for order EO8DF18N5B,Low,Open,Representative_M23DK,Resolution for order EO8DF18N5B,2023-12-10,2023-12-20,2023-12-10,5,Pending,Location_ITT4T,TWO2I0VS,Phone,Level 2,7,Team_VFW
0CO3QB73,3IA1O0IM,Customer_YR2LK,UP982@example.com,+1-1413272436,Complaint,Issue description for order 35EZMWICW4,High,Open,Representative_EFGO4,Resolution for order 35EZMWICW4,2023-12-20,2023-12-20,2023-12-30,5,Pending,Location_Y5IKQ,Z9QIITRS,Chat,Level 1,5,Team_70G
7G4KE1QE,HAI5SW78,Customer_5BKYD,2YYAI@example.com,+1-4394763748,Refund,Issue description for order 33ZSK0U2A2,Low,Open,Representative_2KP6L,Resolution for order 33ZSK0U2A2,2023-12-15,2023-12-01,2023-12-10,5,Pending,Location_87ZHL,VN0WUUOC,Email,Level 1,3,Team_OL2
A8DL7MBW,KL4I9IHR,Customer_88JQB,6ZMX6@example.com,+1-5879178392,Feedback,Issue description for order 6LHQUBK53S,High,Open,Representative_I35ZU,Resolution for order 6LHQUBK53S,2023-12-20,2023-12-20,2023-12-25,5,Completed,Location_EYGWS,9HK7H50C,Phone,Level 2,9,Team_54A
6053QYJH,0ZXIYZ9O,Customer_10AEY,0EXEQ@example.com,+1-2842022710,Inquiry,Issue description for order NAKTBNADDR,High,In Progress,Representative_4KVTL,Resolution for order NAKTBNADDR,2023-12-15,2023-12-10,2023-12-25,4,Completed,Location_PGYNR,8U644CIW,Chat,Level 1,10,Team_5GN
GE721LUW,QGLG7PNB,Customer_ZQOD0,B5ZPQ@example.com,+1-9036236592,Feedback,Issue description for order CPTDTJI68O,Low,In Progress,Representative_MJMZ6,Resolution for order CPTDTJI68O,2023-12-15,2023-12-01,2023-12-30,3,Pending,Location_YRJHW,PVSBE03S,Chat,Level 3,5,Team_1NR
CPK2TLIG,U5PX8IS7,Customer_YG0X9,F1PJ5@example.com,+1-5015158470,Inquiry,Issue description for order HHLVQ6NE08,Medium,In Progress,Representative_DKZTG,Resolution for order HHLVQ6NE08,2023-12-20,2023-12-10,2023-12-30,5,Pending,Location_M1LJ9,I8VC706G,Chat,Level 1,1,Team_H20
JTJOQB7H,DB15QSNH,Customer_6F2RT,6Q122@example.com,+1-3705112554,Inquiry,Issue description for order 0ZG594BAXG,High,In Progress,Representative_4Y5HJ,Resolution for order 0ZG594BAXG,2023-12-10,2023-12-20,2023-12-10,2,Completed,Location_ERFAQ,47G0MG60,Phone,Level 1,6,Team_GH9
4FORQ11N,GKIL4OYU,Customer_OQCKC,WHJP7@example.com,+1-7628615053,Complaint,Issue description for order 6F3CDSMHBR,Low,Closed,Representative_PBKP0,Resolution for order 6F3CDSMHBR,2023-12-20,2023-12-01,2023-12-25,2,Completed,Location_KAXJY,L6C4E3PK,Chat,Level 2,10,Team_2NM
OEXB92NV,4GFL1SEH,Customer_NBC2Y,25PLY@example.com,+1-8768976826,Refund,Issue description for order GJC7U98917,Medium,Open,Representative_KIKJB,Resolution for order GJC7U98917,2023-12-20,2023-12-01,2023-12-10,2,Pending,Location_ZRV4E,NKK3XLNQ,Email,Level 3,2,Team_7O3
KB2X0XR4,76S2VTS0,Customer_9MQ1Q,30RZC@example.com,+1-5351023781,Inquiry,Issue description for order HAGIT7FN48,Medium,Open,Representative_I29W1,Resolution for order HAGIT7FN48,2023-12-15,2023-12-01,2023-12-10,4,Pending,Location_QWJTS,X1MP2SUM,Phone,Level 2,4,Team_QZT
N3DZXYQC,5302GRDF,Customer_6NIL5,FEOBQ@example.com,+1-7219357188,Refund,Issue description for order 9NJWNWPK8G,High,Open,Representative_239VK,Resolution for order 9NJWNWPK8G,2023-12-10,2023-12-20,2023-12-30,2,Pending,Location_VR5EN,TLPRP63M,Email,Level 2,10,Team_6M9
ZN6K5LJQ,EALY5UBQ,Customer_VXTUJ,F9ZK5@example.com,+1-3465827008,Inquiry,Issue description for order 0KOYG690SA,High,In Progress,Representative_XPI7Y,Resolution for order 0KOYG690SA,2023-12-15,2023-12-01,2023-12-25,4,Completed,Location_V1QT9,UVIWMN1R,Phone,Level 3,7,Team_4TL
VW1BZ6AC,R0Z0964S,Customer_JCBMR,XGQQ8@example.com,+1-2030145463,Refund,Issue description for order D62K0P5KY8,Low,In Progress,Representative_5RTCG,Resolution for order D62K0P5KY8,2023-12-20,2023-12-01,2023-12-25,2,Pending,Location_J5ULL,97F5YU8O,Email,Level 2,3,Team_5B0
FK4L6HL7,5ALXCYLZ,Customer_H4DAA,3OGM4@example.com,+1-3658458414,Complaint,Issue description for order VHKXFWNLIM,Low,Closed,Representative_7I0PF,Resolution for order VHKXFWNLIM,2023-12-20,2023-12-01,2023-12-10,3,Pending,Location_JR30H,4E48569A,Phone,Level 1,9,Team_TR7
BWAZ5U0K,KNUKYUHM,Customer_3UJZK,95Q4D@example.com,+1-2841662574,Refund,Issue description for order DC5P2I2BP8,Medium,Open,Representative_D0Q82,Resolution for order DC5P2I2BP8,2023-12-15,2023-12-20,2023-12-25,5,Pending,Location_G6GLE,SJOOPTAV,Phone,Level 3,5,Team_GCW
EGDCOYXH,PMUW28YR,Customer_9JU4F,BUGY2@example.com,+1-9061441528,Refund,Issue description for order BF5JB3EN77,Low,Open,Representative_C0Q6I,Resolution for order BF5JB3EN77,2023-12-10,2023-12-20,2023-12-30,5,Pending,Location_8GAPV,ZIDVL9TB,Chat,Level 2,4,Team_G3B
0FCSH57Y,USSFNBVY,Customer_JQ0VW,72K6D@example.com,+1-3434899623,Inquiry,Issue description for order 7TIBJHUB7T,High,Closed,Representative_IJSRU,Resolution for order 7TIBJHUB7T,2023-12-20,2023-12-20,2023-12-10,2,Pending,Location_K0SFL,R1QQJX1M,Chat,Level 1,2,Team_NL1
2ZEMXWVJ,D3K5Y5RK,Customer_R25D5,MIM9T@example.com,+1-9029175818,Complaint,Issue description for order MP1HK3RE12,Low,Open,Representative_QIY2G,Resolution for order MP1HK3RE12,2023-12-10,2023-12-01,2023-12-30,2,Pending,Location_MAM90,IQBGZTOP,Phone,Level 3,4,Team_372
8SPLCOQ1,TTNE7T8P,Customer_7USJ1,FBGU8@example.com,+1-6885684069,Inquiry,Issue description for order O9OP0BGULQ,High,Open,Representative_R3HU8,Resolution for order O9OP0BGULQ,2023-12-10,2023-12-01,2023-12-30,4,Completed,Location_GJ5HT,K9PA6X5K,Email,Level 1,3,Team_068
RGSOLGSN,6JOSPCFW,Customer_EQ7WE,SGPLA@example.com,+1-5495662377,Inquiry,Issue description for order ZBGME3FDCE,Low,In Progress,Representative_TSBCG,Resolution for order ZBGME3FDCE,2023-12-20,2023-12-10,2023-12-10,4,Completed,Location_94WC8,6J9J8LOB,Phone,Level 1,3,Team_3PR
D3T0RN2S,8EUB817E,Customer_WOGVJ,F12QM@example.com,+1-8127526937,Refund,Issue description for order A8ZUYI5HO5,Medium,In Progress,Representative_SXOJQ,Resolution for order A8ZUYI5HO5,2023-12-10,2023-12-20,2023-12-30,2,Pending,Location_8TD23,1X13SKCI,Chat,Level 2,3,Team_EZ4
CQF20VDK,H7TKR8FA,Customer_CPYYP,KODVI@example.com,+1-5776133838,Inquiry,Issue description for order 5ASUPNFJI8,Low,Open,Representative_ACMNV,Resolution for order 5ASUPNFJI8,2023-12-20,2023-12-10,2023-12-10,3,Pending,Location_PSCVO,5Z8DR4F3,Chat,Level 2,3,Team_8F1
3GSVZTK6,2FMCW3XP,Customer_J0G2G,3Z98C@example.com,+1-7860555819,Feedback,Issue description for order RW7C811JM3,Low,Open,Representative_9A5W2,Resolution for order RW7C811JM3,2023-12-15,2023-12-10,2023-12-10,2,Pending,Location_RARLB,FH1S2D2Y,Chat,Level 2,9,Team_21B
4TWTAGS2,VZEBK3NR,Customer_5LI4G,N829G@example.com,+1-7702854262,Inquiry,Issue description for order V6MF1LX6QZ,Low,Open,Representative_MX443,Resolution for order V6MF1LX6QZ,2023-12-20,2023-12-20,2023-12-25,3,Pending,Location_IW4A9,AK38GG7Y,Chat,Level 2,5,Team_DBD
6HVLIUBI,4I9ANWIZ,Customer_HN4Z5,XVKR2@example.com,+1-6276186987,Refund,Issue description for order 8KAK8EW6WL,Low,In Progress,Representative_JY3EV,Resolution for order 8KAK8EW6WL,2023-12-15,2023-12-01,2023-12-25,5,Pending,Location_6ZH1A,1KMJ2TCL,Email,Level 3,6,Team_NT4
F2PD6FEG,RGXOTONV,Customer_SNMNG,03YIK@example.com,+1-9424777866,Inquiry,Issue description for order 20N1U7SH2P,Medium,Open,Representative_6ZWV4,Resolution for order 20N1U7SH2P,2023-12-20,2023-12-01,2023-12-10,2,Pending,Location_0SU9C,0MB9TICS,Phone,Level 2,9,Team_6H7
BWK9BICN,SX5243DF,Customer_1OF6F,6GH9R@example.com,+1-5921941935,Refund,Issue description for order BXQ4V4IRIF,Medium,In Progress,Representative_IYAXX,Resolution for order BXQ4V4IRIF,2023-12-15,2023-12-01,2023-12-10,3,Completed,Location_VH76X,5TMNWI8J,Chat,Level 3,9,Team_XGJ
VTRJZLW2,91DYAROB,Customer_WPMS9,EHW4X@example.com,+1-2057311949,Inquiry,Issue description for order D15V3IK551,High,In Progress,Representative_SI343,Resolution for order D15V3IK551,2023-12-15,2023-12-01,2023-12-10,1,Completed,Location_Y0NKJ,69PLGXH2,Phone,Level 1,4,Team_YUK
X7KVSKZH,AVWSDZJY,Customer_28GUU,CXB7H@example.com,+1-1011400044,Complaint,Issue description for order Z3YUHKR5ZH,Low,Open,Representative_FS2I4,Resolution for order Z3YUHKR5ZH,2023-12-10,2023-12-01,2023-12-25,4,Pending,Location_GZ90W,ZUF6A0TD,Chat,Level 2,2,Team_4Z9
49RBA7UR,I96I9140,Customer_FYJO9,YN9LB@example.com,+1-7107373903,Inquiry,Issue description for order V54OF01KTP,High,Closed,Representative_BMLCP,Resolution for order V54OF01KTP,2023-12-20,2023-12-20,2023-12-10,3,Completed,Location_7G5AK,ZN0C67QY,Email,Level 1,8,Team_SP2
FP39WRLR,HHZJPNOX,Customer_50AA3,TPLYN@example.com,+1-6346160920,Feedback,Issue description for order SW3OF8U10B,High,Closed,Representative_VIAA2,Resolution for order SW3OF8U10B,2023-12-20,2023-12-20,2023-12-30,3,Completed,Location_0FGA6,3HT1QVNF,Email,Level 3,1,Team_8IL
0KL7FY77,VHR5LHMF,Customer_289ET,AKPBQ@example.com,+1-3186813205,Refund,Issue description for order 6M7M22LY73,Low,Open,Representative_CZNBW,Resolution for order 6M7M22LY73,2023-12-15,2023-12-01,2023-12-10,4,Pending,Location_3EQBQ,NYQ0TOH5,Email,Level 3,3,Team_DXA
XF0YNK2W,9TRSFHZ7,Customer_3L9TY,FMOUB@example.com,+1-6818986632,Complaint,Issue description for order SJ3C7VYC3K,Medium,In Progress,Representative_IEQLU,Resolution for order SJ3C7VYC3K,2023-12-20,2023-12-10,2023-12-25,3,Pending,Location_F7E3O,V6R73IZQ,Chat,Level 1,1,Team_K6W
82IJ0YG3,6AF6I55F,Customer_GX7DL,RCWUW@example.com,+1-6598849286,Inquiry,Issue description for order QAE5020BRE,Medium,In Progress,Representative_5D229,Resolution for order QAE5020BRE,2023-12-10,2023-12-20,2023-12-10,2,Completed,Location_3Q10Z,SREKK23M,Email,Level 1,10,Team_KCH
AIQ90NEG,GVT45Y5Y,Customer_PS7QN,ZTFNG@example.com,+1-9546053822,Inquiry,Issue description for order BZB0NBWRDE,Medium,Closed,Representative_S19V3,Resolution for order BZB0NBWRDE,2023-12-10,2023-12-10,2023-12-10,1,Completed,Location_H5GCT,GMOFZPUW,Chat,Level 2,9,Team_LZV
EKL3IRG2,G8XFIIFE,Customer_6GHW6,QWTAC@example.com,+1-3102501944,Inquiry,Issue description for order BYIBCTTT24,High,In Progress,Representative_56SRB,Resolution for order BYIBCTTT24,2023-12-10,2023-12-20,2023-12-25,3,Pending,Location_BFGNN,BXJ4SOA3,Phone,Level 1,5,Team_HAC
9YP2LZ47,0MLQ8RAN,Customer_U5MRR,TIMA8@example.com,+1-1967845367,Inquiry,Issue description for order BEKBU8E779,Low,Open,Representative_Q7H3G,Resolution for order BEKBU8E779,2023-12-10,2023-12-20,2023-12-30,5,Completed,Location_Q067L,X1VGOMSZ,Email,Level 2,6,Team_7CN
252D4R8W,ZAXLYD4K,Customer_DZX2F,7Y2CT@example.com,+1-9250086684,Complaint,Issue description for order MPI37C4QQ0,High,Open,Representative_UB2VW,Resolution for order MPI37C4QQ0,2023-12-20,2023-12-10,2023-12-25,5,Pending,Location_9N5BB,TGIYA4IP,Chat,Level 3,10,Team_5SI
YU8L9LIQ,DWJNE6H2,Customer_BVA6O,KZG8H@example.com,+1-7641180336,Complaint,Issue description for order 63TJTIMSMO,High,Open,Representative_ZWL9S,Resolution for order 63TJTIMSMO,2023-12-15,2023-12-20,2023-12-25,5,Completed,Location_RO68Q,WLVKZY4E,Email,Level 3,8,Team_OH1
UCCB5WT6,WZA9Y2QL,Customer_UJRAA,JSNYH@example.com,+1-8239631314,Refund,Issue description for order 8OLXL75OID,Medium,In Progress,Representative_TUO9J,Resolution for order 8OLXL75OID,2023-12-10,2023-12-10,2023-12-30,5,Pending,Location_MPW7C,MP2BTXCM,Email,Level 2,4,Team_AZX
69ZVQ1S9,WH4RSFKF,Customer_N5GI4,N3TGB@example.com,+1-4369309812,Inquiry,Issue description for order 1KA889KOE1,High,In Progress,Representative_DI2TN,Resolution for order 1KA889KOE1,2023-12-20,2023-12-20,2023-12-25,2,Pending,Location_R051B,DUW0A508,Phone,Level 1,6,Team_DZI
ETF324NW,GLZK9OZM,Customer_LEAIG,BQIJO@example.com,+1-6489839345,Inquiry,Issue description for order GYZVF0JNMZ,Low,In Progress,Representative_HUNX6,Resolution for order GYZVF0JNMZ,2023-12-15,2023-12-01,2023-12-10,1,Pending,Location_E8Z8X,VU6US8FH,Email,Level 2,8,Team_AZ4
CSPSWVPL,K7E6IC0H,Customer_1AE7B,LN0AU@example.com,+1-6270544789,Inquiry,Issue description for order Z84LSJTVVE,Medium,Open,Representative_A33TG,Resolution for order Z84LSJTVVE,2023-12-20,2023-12-10,2023-12-10,1,Pending,Location_8MQ7I,PZA2GE9T,Email,Level 3,7,Team_G9P
0UPZYS66,P9557JD8,Customer_MDVWD,F0O6U@example.com,+1-6260847314,Refund,Issue description for order ZQDRXNRFWP,High,Open,Representative_3MW5J,Resolution for order ZQDRXNRFWP,2023-12-10,2023-12-01,2023-12-25,3,Completed,Location_OM71E,LOIHS2AC,Phone,Level 1,4,Team_228
6D8YBSHV,ZNYMP874,Customer_C6GXQ,AV355@example.com,+1-7014248879,Inquiry,Issue description for order 5P1SK4SEDB,Medium,In Progress,Representative_A7I6S,Resolution for order 5P1SK4SEDB,2023-12-20,2023-12-10,2023-12-25,5,Completed,Location_NPU9Y,RTNPVC0L,Chat,Level 2,8,Team_6JO
EBNCPBOS,W0RSF387,Customer_R9C5Q,YYHS6@example.com,+1-8681177677,Feedback,Issue description for order U5W02VCCYJ,High,In Progress,Representative_23JX9,Resolution for order U5W02VCCYJ,2023-12-10,2023-12-20,2023-12-30,5,Completed,Location_9KI1N,RDTFUS0F,Email,Level 3,5,Team_ESU
535PT3TA,4YERIORG,Customer_99ZIM,0S8Q0@example.com,+1-9057840555,Refund,Issue description for order 70YALIUP01,Low,Closed,Representative_LH90H,Resolution for order 70YALIUP01,2023-12-20,2023-12-20,2023-12-10,1,Pending,Location_4KUK9,HB4KYQJD,Chat,Level 3,9,Team_WLV
Q6SX2GIK,Z01OJEVC,Customer_CHLCH,V6UIJ@example.com,+1-2830599734,Inquiry,Issue description for order 1E4INVRZ3L,High,Closed,Representative_FM5BE,Resolution for order 1E4INVRZ3L,2023-12-15,2023-12-20,2023-12-25,1,Pending,Location_AIGR6,ULZW3036,Email,Level 3,4,Team_2PR
2TEV9F2A,Z5SIE9UF,Customer_I06H4,2OIJ6@example.com,+1-6615247625,Refund,Issue description for order KZV2KU9AX5,Medium,Open,Representative_AQB7Z,Resolution for order KZV2KU9AX5,2023-12-10,2023-12-20,2023-12-30,1,Completed,Location_O9K04,ARCXHLZA,Chat,Level 2,3,Team_R0S
RB07WQN4,X30PGHUH,Customer_A4UI3,7IL2S@example.com,+1-3061646400,Inquiry,Issue description for order VIB1ZGY3MH,Low,Open,Representative_E7MQV,Resolution for order VIB1ZGY3MH,2023-12-10,2023-12-20,2023-12-25,3,Completed,Location_DH7D7,7QM6X7P6,Email,Level 1,7,Team_VZ9
TGFCARYD,2ZZ1DIFD,Customer_VJ8GA,KCPBS@example.com,+1-3688249426,Complaint,Issue description for order B76Q3AHG6I,High,Open,Representative_ST7I4,Resolution for order B76Q3AHG6I,2023-12-15,2023-12-10,2023-12-25,5,Pending,Location_OZKG0,D0PIF2L7,Chat,Level 3,5,Team_GZY
NT18WY0Y,DZVZ51XM,Customer_H4053,Q0ZB0@example.com,+1-3511186067,Inquiry,Issue description for order GR3Y72WY17,High,Open,Representative_O4Z7N,Resolution for order GR3Y72WY17,2023-12-20,2023-12-20,2023-12-30,4,Completed,Location_8XOGN,Y1WG5HXX,Phone,Level 1,6,Team_PQS
GIAA8CZK,GDLVT3WH,Customer_WLNAW,G04GU@example.com,+1-1574035971,Complaint,Issue description for order GYERJW2AHM,High,Open,Representative_PDFS4,Resolution for order GYERJW2AHM,2023-12-20,2023-12-10,2023-12-30,3,Pending,Location_FSD7U,1KF4860Q,Email,Level 2,6,Team_VIJ
HQF0NKR4,2AKKQ865,Customer_VIWGD,XTADI@example.com,+1-3526780587,Inquiry,Issue description for order S0NHZNAYNH,Medium,Open,Representative_TWIA4,Resolution for order S0NHZNAYNH,2023-12-15,2023-12-10,2023-12-25,1,Pending,Location_U0EHT,3FNI044O,Chat,Level 1,10,Team_DK2
RJZCIVDB,U3L4T0OM,Customer_0Q2BL,WBTW7@example.com,+1-7080892963,Refund,Issue description for order 4WXN775I0Y,Low,Open,Representative_YM32E,Resolution for order 4WXN775I0Y,2023-12-15,2023-12-01,2023-12-10,4,Completed,Location_D6X5X,ZZIIXCP0,Chat,Level 2,4,Team_9T7
6Z5YDE5O,60YEYUX0,Customer_3MQOV,I75KG@example.com,+1-2681669265,Refund,Issue description for order Q6YFNDJ7R4,Medium,Open,Representative_CCCNL,Resolution for order Q6YFNDJ7R4,2023-12-15,2023-12-01,2023-12-10,5,Completed,Location_PVA7Y,34OSN7YM,Chat,Level 1,8,Team_I1B
6UBY0Q1J,KFVFUYNG,Customer_RD6R8,1G30T@example.com,+1-5825056350,Inquiry,Issue description for order DXGECS52SU,Medium,In Progress,Representative_HFZW6,Resolution for order DXGECS52SU,2023-12-20,2023-12-20,2023-12-30,2,Pending,Location_JTN0P,HXEKEFXW,Phone,Level 1,4,Team_0MC
Q9QBTRLK,09CVN9QX,Customer_FB3BY,PGQFK@example.com,+1-4640880573,Complaint,Issue description for order H03FGRGRQJ,High,Closed,Representative_W3STH,Resolution for order H03FGRGRQJ,2023-12-20,2023-12-01,2023-12-30,4,Completed,Location_8Z5YP,TE5YFSBS,Email,Level 2,5,Team_ENM
60KS3K68,UE6JHC1A,Customer_3COCT,27UTZ@example.com,+1-4262653881,Feedback,Issue description for order 660PE8E1SF,Medium,Open,Representative_DOR2E,Resolution for order 660PE8E1SF,2023-12-15,2023-12-01,2023-12-10,4,Pending,Location_WDE5H,CK1F0TGV,Phone,Level 3,5,Team_JBH
FGTGC7CL,ZC2843B9,Customer_NZF41,NZXDQ@example.com,+1-7611049232,Refund,Issue description for order YQHU1OAIM3,High,In Progress,Representative_2AYOY,Resolution for order YQHU1OAIM3,2023-12-15,2023-12-01,2023-12-25,1,Pending,Location_J0NMM,3DS4MMFH,Chat,Level 3,8,Team_7WI
2C1OU6JH,2DFNSQ82,Customer_IJMPC,MWCQJ@example.com,+1-8310451560,Complaint,Issue description for order CKIAZHGX9O,Low,In Progress,Representative_2J142,Resolution for order CKIAZHGX9O,2023-12-10,2023-12-10,2023-12-10,1,Completed,Location_5A8DM,3RPFFLD5,Email,Level 3,7,Team_3XQ
7M4EK6TW,F84ABDG7,Customer_PD0TT,UB7NV@example.com,+1-9920643266,Inquiry,Issue description for order CUB217GG5U,Medium,In Progress,Representative_SRJI4,Resolution for order CUB217GG5U,2023-12-20,2023-12-01,2023-12-10,3,Completed,Location_GBBGT,13YUKCXX,Email,Level 2,4,Team_G57
42LU61R5,U3P9STBF,Customer_8YHVP,2KZ7W@example.com,+1-2815985578,Refund,Issue description for order KCV0WO9DT3,Low,Closed,Representative_5ESPE,Resolution for order KCV0WO9DT3,2023-12-15,2023-12-10,2023-12-25,4,Pending,Location_1TITR,DSC5UDEP,Phone,Level 1,5,Team_6CY
RP343BH6,F7X3WSPI,Customer_407TG,OQ779@example.com,+1-3154689588,Complaint,Issue description for order IU8GLS098H,Low,Open,Representative_YEME3,Resolution for order IU8GLS098H,2023-12-15,2023-12-10,2023-12-25,3,Completed,Location_O8FSP,S5NT05D3,Email,Level 3,6,Team_80B
NEKIU3SV,4G7A2EDV,Customer_USFP6,57K8Z@example.com,+1-7178635289,Refund,Issue description for order NM97PBIDSA,Medium,Open,Representative_JGMPO,Resolution for order NM97PBIDSA,2023-12-20,2023-12-01,2023-12-25,4,Pending,Location_B1451,I3WCSTPP,Phone,Level 1,9,Team_M8J
H4Z85XOF,WX3D8LPI,Customer_PZKXD,NNRNL@example.com,+1-6719915606,Inquiry,Issue description for order EDFHENZIHS,Medium,In Progress,Representative_CHRI4,Resolution for order EDFHENZIHS,2023-12-10,2023-12-20,2023-12-30,5,Pending,Location_YGFN4,I3XHBPR4,Email,Level 1,5,Team_2UL
ZYL98R96,XDCDDYBH,Customer_NXS0U,0428W@example.com,+1-9011286617,Refund,Issue description for order 66T0221L64,Medium,Open,Representative_896YL,Resolution for order 66T0221L64,2023-12-15,2023-12-20,2023-12-30,5,Completed,Location_Z0OW2,MCJF2HSZ,Phone,Level 2,7,Team_2FG
84RJRBA9,IV3870SZ,Customer_57JUC,5DI76@example.com,+1-4550289430,Inquiry,Issue description for order Q85FGNY07C,Low,In Progress,Representative_G8Z9R,Resolution for order Q85FGNY07C,2023-12-20,2023-12-01,2023-12-10,1,Completed,Location_EYMSL,8PW9T1KZ,Email,Level 2,6,Team_SY3
IVPFUC7S,0JPJWTGZ,Customer_BSLEJ,2K1PR@example.com,+1-4130712494,Refund,Issue description for order 7G9KAFIF0Q,Low,Open,Representative_JZ6T0,Resolution for order 7G9KAFIF0Q,2023-12-10,2023-12-01,2023-12-30,2,Pending,Location_E377L,89IRJDSJ,Chat,Level 1,6,Team_SHK
1B1EWKXW,1CC042AQ,Customer_YCNIC,CT7QO@example.com,+1-2483721613,Feedback,Issue description for order X2XP1DALIE,Medium,Open,Representative_PPWD3,Resolution for order X2XP1DALIE,2023-12-15,2023-12-20,2023-12-10,1,Pending,Location_KWT0O,RUO2JCA7,Phone,Level 1,1,Team_4YN
BFQW0PZ9,NP6CNXZ1,Customer_WEAXW,C2E10@example.com,+1-9904057611,Inquiry,Issue description for order J25DD6L4K7,Low,Open,Representative_ZP3MP,Resolution for order J25DD6L4K7,2023-12-20,2023-12-10,2023-12-25,3,Pending,Location_MY3C4,4KZA9JFZ,Phone,Level 3,4,Team_0C9
ATV4AGWA,C5GB1IAB,Customer_X4QA7,LIVKC@example.com,+1-5914377700,Feedback,Issue description for order NXHB83HTFZ,Low,In Progress,Representative_3GNMO,Resolution for order NXHB83HTFZ,2023-12-20,2023-12-10,2023-12-30,2,Completed,Location_KKRIS,O82SPD7X,Email,Level 2,9,Team_U7I
3X05X6HT,A8FLN4RB,Customer_YS2LO,8MK30@example.com,+1-8962216901,Refund,Issue description for order 0WHOM0F5XL,Low,Open,Representative_JXUFI,Resolution for order 0WHOM0F5XL,2023-12-10,2023-12-20,2023-12-25,5,Completed,Location_1A5KA,2GV1CIDR,Phone,Level 2,9,Team_33L
V094MEOW,C81ZYJIN,Customer_IX5TV,XCLZM@example.com,+1-5958691268,Complaint,Issue description for order UVM9A3YEVC,Medium,Open,Representative_78FBY,Resolution for order UVM9A3YEVC,2023-12-20,2023-12-01,2023-12-25,2,Pending,Location_70B6N,7Q6WBG0S,Phone,Level 2,10,Team_6IY
AMXJ3FEU,LBC7FP9V,Customer_7KBHQ,1P13G@example.com,+1-2011485151,Refund,Issue description for order LKU9UXQDKU,High,In Progress,Representative_JSIT3,Resolution for order LKU9UXQDKU,2023-12-10,2023-12-10,2023-12-30,4,Completed,Location_7GRTW,BSK5S5MV,Phone,Level 3,7,Team_Q8T
I78OMB2O,TJFDAO1P,Customer_X83KZ,WCW8D@example.com,+1-9661357183,Refund,Issue description for order 1U2ONWDQIP,Medium,Open,Representative_IWP7A,Resolution for order 1U2ONWDQIP,2023-12-20,2023-12-20,2023-12-30,3,Pending,Location_5TY6O,YY88UEBT,Email,Level 1,9,Team_1TV
PQTSKWDJ,MHUOCX18,Customer_FX923,PG29W@example.com,+1-5834699919,Feedback,Issue description for order 0SNJQFVKYQ,Medium,In Progress,Representative_S65R4,Resolution for order 0SNJQFVKYQ,2023-12-20,2023-12-01,2023-12-25,4,Pending,Location_3RH03,SFRLDIN7,Email,Level 1,8,Team_FT5
WE7OWEMF,A5FDD28I,Customer_UMFND,FPB1W@example.com,+1-1644901294,Inquiry,Issue description for order U11L3BSFZ5,High,In Progress,Representative_RLI5G,Resolution for order U11L3BSFZ5,2023-12-10,2023-12-20,2023-12-10,5,Pending,Location_P44TT,MK42KG7U,Chat,Level 3,2,Team_00B
K3JLZBPB,ERCALF23,Customer_YBOA7,WJ2R7@example.com,+1-5121917943,Refund,Issue description for order XC5U82TUWD,High,In Progress,Representative_HEHH3,Resolution for order XC5U82TUWD,2023-12-10,2023-12-20,2023-12-25,1,Pending,Location_Z2JBV,0XY80XF3,Phone,Level 3,7,Team_CGC
UJF6CF0K,R35Y82SV,Customer_KJ0FM,SN6JH@example.com,+1-7056972019,Complaint,Issue description for order 4JODF0UA9W,Medium,Closed,Representative_MPJAM,Resolution for order 4JODF0UA9W,2023-12-10,2023-12-20,2023-12-10,2,Completed,Location_OTFEG,SX1M2R1O,Chat,Level 3,7,Team_YIU
XT662XAK,J4HIZAP2,Customer_7USXV,6M3TK@example.com,+1-7825585274,Feedback,Issue description for order RUMG91H3SS,Medium,In Progress,Representative_OSONW,Resolution for order RUMG91H3SS,2023-12-20,2023-12-01,2023-12-30,3,Completed,Location_OUZMG,MEFVH440,Email,Level 3,4,Team_HP4
2Z9R0LH2,BK7IN4QH,Customer_L4MN7,M2IBN@example.com,+1-6208330409,Inquiry,Issue description for order S6O0RK6BBN,High,In Progress,Representative_D73CG,Resolution for order S6O0RK6BBN,2023-12-20,2023-12-10,2023-12-10,5,Pending,Location_7CF3Y,B0IC70GO,Chat,Level 1,5,Team_RBD
