Order ID,Order Date,Customer Name,Order Status,Delivery Date,Shipment Mode,Order Value,Product Description,Project Code,Tracking ID,Shipping Address,Payment Status,Order Total,Order Priority,Customer Rating,Product ID,Shipping Cost,Payment Method,Billing Address,Estimated Delivery Date,Tracking Status
ID5MR6OLSG,2023-12-01,Customer_9QX2M,Shipped,2023-12-20,Land,18.49,Product_C0AKX,YTXFW,X5EYMJPZ,"MOHOPFPNM2 Street, City, Country",Paid,617.28,High,5,SS4WC7QR,7.54,Credit Card,"HIY9YLWTD8 Street, City, Country",2023-12-15,Out for Delivery
VB4R73OZ9A,2023-12-15,Customer_ZIRN7,Delivered,2023-12-20,Sea,439.73,Product_G3WKW,NZ91X,3AG1JHE0,"2WKFZVZQ36 Street, City, Country",Unpaid,788.39,Low,1,MSZL2DH4,38.46,Credit Card,"KKRGRWXBCL Street, City, Country",2023-12-15,Out for Delivery
H72HURSRPD,2023-12-10,Customer_JQO0J,Delivered,2023-12-15,Air,188.75,Product_SX1RO,4GKJX,V6DKT2MI,"L8D7LKCCYO Street, City, Country",Paid,549.64,Low,3,HZZFZB43,45.57,Credit Card,"0ZWV78DHIS Street, City, Country",2023-12-15,In Transit
HW8X039UBA,2023-12-10,Customer_CXFOF,Processing,2023-12-10,Land,468.72,Product_ZGTZ6,J967P,7U5KKQNZ,"PIJWXGJGZC Street, City, Country",Paid,103.98,High,2,LLTIUGIR,11.15,Credit Card,"6LHIO63K22 Street, City, Country",2023-12-10,In Transit
UGTQUGO3NA,2023-12-10,Customer_G7EH3,Shipped,2023-12-15,Land,480.45,Product_GFYUX,KFPHF,8Q02UMKI,"A5SPCK0MCQ Street, City, Country",Unpaid,407.63,Low,5,V73HNU9O,28.71,PayPal,"YHSPER3KES Street, City, Country",2023-12-15,Out for Delivery
AV6VOC8RLU,2023-12-15,Customer_JU3NA,Delivered,2023-12-20,Air,173.72,Product_89JQ9,AIWZN,Z3T912VR,"JK1PWUHFSY Street, City, Country",Paid,256.04,Medium,4,C8FOGIEU,48.14,Credit Card,"T2KIN3R1TP Street, City, Country",2023-12-15,Out for Delivery
1XGXGRQMX9,2023-12-01,Customer_WRBG4,Processing,2023-12-20,Air,40.22,Product_2SZMZ,05YFS,YNTL2VF5,"13AHTB38CT Street, City, Country",Paid,496.08,Low,3,PSNDXPAR,44.69,Credit Card,"JS99WFNRNK Street, City, Country",2023-12-15,Delivered
J4O1K5CYUS,2023-12-15,Customer_K4C4Z,Processing,2023-12-20,Air,324.93,Product_WUCFN,KZGID,EDQ96OJ1,"0JT0HBODCP Street, City, Country",Paid,82.9,Medium,5,GRB0PXMM,36.16,Credit Card,"369YLVMTBV Street, City, Country",2023-12-20,Delivered
JEA5Y54B3X,2023-12-01,Customer_WR8DZ,Delivered,2023-12-10,Land,481.74,Product_LGP7Q,OEWWR,UW3BY6D5,"XZDMDP8Q9J Street, City, Country",Paid,433.5,Medium,5,RRBVKG84,28.46,PayPal,"3LXHMKHH9M Street, City, Country",2023-12-15,In Transit
VZ2BNKZMY2,2023-12-15,Customer_KMIHZ,Delivered,2023-12-20,Air,347.88,Product_DVU0U,W2LW9,W6HJH5WU,"KAK0YSUPUV Street, City, Country",Paid,856.35,Medium,5,IMCWNLTG,22.61,PayPal,"1YH0BWTCDT Street, City, Country",2023-12-20,Delivered
BJJPIZTZI4,2023-12-01,Customer_H6FI9,Shipped,2023-12-20,Sea,241.59,Product_OP6S0,5MFBG,ZHIPM0EL,"40OHCJ11OQ Street, City, Country",Unpaid,636.1,Low,2,56C30Q24,27.58,Credit Card,"PMXM9F3MCU Street, City, Country",2023-12-15,In Transit
ZBH87L409O,2023-12-01,Customer_S9Y5T,Processing,2023-12-20,Air,450.23,Product_3VPXC,TCOFC,56UFWD58,"1BAWHY71CG Street, City, Country",Unpaid,320.8,Low,3,F0XZS0LN,14.72,Bank Transfer,"31FXNBBHNU Street, City, Country",2023-12-10,In Transit
X3I7ITXPZM,2023-12-10,Customer_G0O6M,Delivered,2023-12-15,Land,50.61,Product_03L1D,17390,DQ1T1Z0X,"T9AWX9PJRG Street, City, Country",Unpaid,983.58,High,3,0BAO0RMT,32.04,Credit Card,"75IO0INXTT Street, City, Country",2023-12-15,Out for Delivery
NNI6UDAYM2,2023-12-10,Customer_IFEQW,Shipped,2023-12-20,Air,397.12,Product_XPWWV,3S8WE,60REOMCS,"VQM5DE8VW8 Street, City, Country",Unpaid,708.75,High,3,APIW4TFD,35.02,PayPal,"PYEZXX47NF Street, City, Country",2023-12-10,Out for Delivery
TM37LAMUQP,2023-12-15,Customer_EBWZ8,Processing,2023-12-10,Land,66.04,Product_CKK2R,XOKB2,1Z4C99UG,"IRSACWLU3K Street, City, Country",Paid,342.07,Medium,2,TM9ZGNX6,9.03,PayPal,"GB1EQAHLNN Street, City, Country",2023-12-20,In Transit
75SWROIEY5,2023-12-10,Customer_MAFBF,Delivered,2023-12-10,Air,172.63,Product_WHE3I,XDK85,FXDN5WNP,"26SWFG9V7C Street, City, Country",Paid,289.81,High,4,VH30JYNV,27.7,PayPal,"DBXLFL26H7 Street, City, Country",2023-12-20,Delivered
ULQ4O35WQ7,2023-12-01,Customer_813MJ,Processing,2023-12-20,Air,67.68,Product_HI8UR,VSSNF,SU5C60NE,"QR1MXHJJKJ Street, City, Country",Paid,656.41,Medium,3,ZP7GBFFU,46.08,Credit Card,"45ZKR2ZU4A Street, City, Country",2023-12-10,In Transit
ARYXTLQTPA,2023-12-15,Customer_UEPZY,Shipped,2023-12-20,Sea,61.04,Product_Q2FUD,PRA7O,UDLNORCN,"DT92IASH0R Street, City, Country",Paid,992.66,High,1,VNL4NDOS,45.83,PayPal,"YRRFXFNHRB Street, City, Country",2023-12-20,In Transit
KGC6J6R09B,2023-12-01,Customer_W6DBM,Delivered,2023-12-15,Sea,217.13,Product_FPB2A,RNZPX,BSV9BEFD,"XMLXNFIKBB Street, City, Country",Unpaid,781.92,High,3,1JQS9KJ5,9.04,Bank Transfer,"P66HKKI99H Street, City, Country",2023-12-10,Out for Delivery
7F9EDZBKBP,2023-12-15,Customer_PVBPG,Shipped,2023-12-15,Sea,138.31,Product_AKVY2,TSU1N,RTM1K79I,"MYL0DB2GF2 Street, City, Country",Paid,284.36,Low,4,41ZPP8F8,33.34,PayPal,"X7HEY8FTZI Street, City, Country",2023-12-15,Out for Delivery
LYG5CUGN1E,2023-12-10,Customer_Z5GMJ,Processing,2023-12-15,Sea,447.34,Product_4P4YB,O66SZ,HW0GFKXK,"DLWI0G8PJE Street, City, Country",Unpaid,719.53,Medium,3,I90Z3BL5,10.1,PayPal,"W9N857FT0C Street, City, Country",2023-12-15,Delivered
1PF2D8KUP0,2023-12-01,Customer_7M81S,Delivered,2023-12-15,Air,35.86,Product_6GUFQ,NMKJ7,LTFA4GX0,"WJIBJE1XP0 Street, City, Country",Paid,84.22,Medium,4,NAB3YPGH,27.01,Bank Transfer,"XDH72QYCCL Street, City, Country",2023-12-20,In Transit
MRN7WN73KB,2023-12-15,Customer_6VSPN,Processing,2023-12-15,Air,213.47,Product_KGNFF,XKV4P,NXQ8D3IH,"JWSIOXHARE Street, City, Country",Unpaid,301.62,Low,4,8VUKRZ48,16.53,Bank Transfer,"JTHKPP1TS0 Street, City, Country",2023-12-10,Delivered
HWJQCK6DUN,2023-12-15,Customer_ITF1S,Shipped,2023-12-10,Air,258.75,Product_AWNAU,L4EGD,S9V76OT2,"ETXLUJAOET Street, City, Country",Paid,468.2,Low,5,CRBFGCLB,15.05,Bank Transfer,"6RZE6L1QOP Street, City, Country",2023-12-15,Delivered
CCXDRDYYKB,2023-12-10,Customer_2JHT5,Processing,2023-12-15,Sea,198.75,Product_T8T39,N614M,P2JT2C7U,"XG2Q5U3OCC Street, City, Country",Paid,294.57,High,1,68R1K4IP,39.35,Bank Transfer,"MOLQ1DDS70 Street, City, Country",2023-12-10,Delivered
1VJE8PHK79,2023-12-10,Customer_7QB56,Delivered,2023-12-10,Air,489.95,Product_TBK71,VTNSZ,0HDXM7DF,"GKIK1Z50YM Street, City, Country",Paid,427.88,Low,4,IQ6SRTQ7,23.14,Credit Card,"CQ2470QMW8 Street, City, Country",2023-12-20,In Transit
OK1KRDEJ09,2023-12-01,Customer_DLLD5,Shipped,2023-12-15,Air,175.25,Product_ZB9C5,Z2CWH,K42PVI0F,"VLLOFCQ510 Street, City, Country",Unpaid,468.51,High,1,JMCQVKA1,19.55,PayPal,"09TBXQ3LPY Street, City, Country",2023-12-15,Delivered
85LRXL09AW,2023-12-01,Customer_R2U9E,Delivered,2023-12-20,Land,218.7,Product_VP6C7,QA6R6,O9PT7DG2,"Z116VLOYNV Street, City, Country",Paid,139.01,High,1,1XYG0F2Q,36.94,PayPal,"LC1UM9XE50 Street, City, Country",2023-12-15,In Transit
V27KB85FH2,2023-12-15,Customer_ADP67,Processing,2023-12-15,Air,248.65,Product_BS41K,I2SPL,CK4XM0SV,"VJYZI71I3I Street, City, Country",Unpaid,831.31,High,2,NIL86172,14.41,Credit Card,"1CLHTCN8PF Street, City, Country",2023-12-10,In Transit
2Y5UPCD4H0,2023-12-01,Customer_B5FDN,Shipped,2023-12-10,Sea,102.08,Product_95Q6G,3COJS,JDXZRFWC,"CQ3PKUTTPG Street, City, Country",Unpaid,694.18,Medium,1,HRCVP4RJ,29.59,Credit Card,"4SKIXJCVLQ Street, City, Country",2023-12-15,In Transit
NGMJQ6UA0T,2023-12-15,Customer_TM5OA,Delivered,2023-12-15,Air,357.51,Product_6WJRP,H68K1,04JYSNJH,"B404A0T81N Street, City, Country",Unpaid,875.66,Low,5,O7XRMOOM,28.79,Bank Transfer,"35F5JRX5TU Street, City, Country",2023-12-20,In Transit
5XRVV2J4NU,2023-12-15,Customer_1GZ7V,Delivered,2023-12-20,Sea,252.16,Product_49Q1K,BDX0M,LX3AWC24,"19YH3J0WRQ Street, City, Country",Unpaid,676.59,Medium,5,12PH4V4M,5.51,Bank Transfer,"H9P288IQPN Street, City, Country",2023-12-10,In Transit
HCMPTJ3TU3,2023-12-10,Customer_UURMA,Processing,2023-12-20,Sea,140.01,Product_HC0PG,TFQLN,CU0FP9BV,"VFZEM40MPA Street, City, Country",Paid,83.72,Medium,3,EM5W1GTG,46.94,Credit Card,"5RT470IIEJ Street, City, Country",2023-12-20,Delivered
85AQQP8YTO,2023-12-01,Customer_QY09V,Shipped,2023-12-10,Sea,123.17,Product_KIEKG,TDL7Q,66YMJT7H,"TFDJ4I5GG3 Street, City, Country",Paid,198.81,Medium,1,OT5SGPH5,17.69,Bank Transfer,"3ERGODIJYO Street, City, Country",2023-12-15,Delivered
9YYPH2U7IW,2023-12-10,Customer_25GLS,Delivered,2023-12-10,Sea,193.91,Product_3BKVC,VZ9BW,HX5J7JP3,"KGDQFSW731 Street, City, Country",Paid,843.55,Medium,1,QW3ZOVRW,43.95,Credit Card,"ENBNAVFACE Street, City, Country",2023-12-15,In Transit
7ZWHGTVL4L,2023-12-15,Customer_U5J6L,Processing,2023-12-20,Land,446.48,Product_K504G,EHJ2X,FKZNZV4Z,"VTGZ81DV9Y Street, City, Country",Paid,820.67,High,5,31RX2W1Q,19.99,PayPal,"I6K3975RP1 Street, City, Country",2023-12-10,In Transit
1RB6HQLZUS,2023-12-01,Customer_ABSEY,Processing,2023-12-10,Sea,235.49,Product_8Z09G,KOEIV,5NBKW5LV,"K7PQHJ06WW Street, City, Country",Unpaid,259.47,Low,5,51VIH4IX,49.91,PayPal,"FFL08UVXZC Street, City, Country",2023-12-10,Out for Delivery
O56NLAK4OX,2023-12-15,Customer_HU5JO,Delivered,2023-12-10,Land,145.95,Product_ZJPM7,2AXY3,Z5RV3TG0,"4KX84QTU8Q Street, City, Country",Paid,895.39,High,3,U4FXGRB1,8.19,PayPal,"BU71EHCSHU Street, City, Country",2023-12-15,In Transit
OLVDQ53YGF,2023-12-10,Customer_E9SVS,Shipped,2023-12-10,Air,427.56,Product_OLND5,687DM,7Z00KVUT,"U5N6US507R Street, City, Country",Paid,745.45,Low,5,7YAJNMNW,16.22,Bank Transfer,"5LCSN3HC1E Street, City, Country",2023-12-10,Out for Delivery
L9QOX7XS34,2023-12-01,Customer_2EMXD,Shipped,2023-12-15,Air,396.63,Product_RQY4U,OZQEL,58OKTUNF,"X9Y8CIYK4M Street, City, Country",Paid,484.95,Medium,2,9JB83BIQ,19.96,Bank Transfer,"VUKVUAHDRI Street, City, Country",2023-12-10,In Transit
UHO1JA9LYN,2023-12-01,Customer_FUAVT,Shipped,2023-12-10,Land,404.72,Product_55HZV,HI4IE,8405LRSC,"Q1O7PI45HL Street, City, Country",Paid,174.95,High,2,OWWFKOCK,17.49,Bank Transfer,"B98XFWYM64 Street, City, Country",2023-12-10,In Transit
YGIIO018QD,2023-12-15,Customer_SC3SD,Shipped,2023-12-10,Sea,249.47,Product_TUSJO,MKYWL,VGLA41Y7,"LF3MYMU4II Street, City, Country",Unpaid,944.33,Low,1,GW152KST,21.41,PayPal,"SF7VHUZ24V Street, City, Country",2023-12-20,Delivered
H7JTNIVBVD,2023-12-10,Customer_L5BQH,Delivered,2023-12-20,Air,160.09,Product_Y22LD,K96V6,5GOR5AMJ,"9DWGD3KYV2 Street, City, Country",Paid,539.21,High,1,VEBTEJ2A,5.54,PayPal,"NUFDI2K4V1 Street, City, Country",2023-12-20,In Transit
7TD1IEVO3A,2023-12-15,Customer_9GJFC,Shipped,2023-12-10,Land,348.6,Product_ZUTBI,HMAUO,8U98OT4T,"NL8AKOZ14U Street, City, Country",Paid,615.58,Low,4,EJFSZHJ8,10.67,PayPal,"BQRQ82OARV Street, City, Country",2023-12-10,Out for Delivery
O0O3BDTTRK,2023-12-01,Customer_K4LJB,Shipped,2023-12-15,Land,497.71,Product_UB7UZ,GAMZ4,B0PO0XV2,"PDF02ICCZ2 Street, City, Country",Unpaid,617.01,Medium,5,1YHO10PV,49.14,PayPal,"DVDOMVGRE6 Street, City, Country",2023-12-10,Delivered
YVEBWZKX26,2023-12-01,Customer_2E8WE,Processing,2023-12-20,Air,432.65,Product_CFG01,X27QB,Q7UV8MU3,"ECU9Z2QNT6 Street, City, Country",Paid,88.29,Medium,4,5DU40FPH,34.73,PayPal,"HY8CQ92S54 Street, City, Country",2023-12-10,Delivered
PFD5X9EHAJ,2023-12-10,Customer_JIYPY,Delivered,2023-12-20,Sea,318.23,Product_F0CO9,9TMWY,Y0PAL97C,"IVGOHEWC9Q Street, City, Country",Paid,976.88,Medium,2,G6U0X6BW,29.25,Bank Transfer,"4GQQ0J21VM Street, City, Country",2023-12-10,Delivered
7K9QC15JIP,2023-12-10,Customer_CLY00,Delivered,2023-12-20,Air,216.27,Product_G1MO1,MBEME,D0M2SVUA,"P1B268LUHY Street, City, Country",Unpaid,663.09,Low,2,RILSS84S,29.45,Credit Card,"PMNHL4AZ97 Street, City, Country",2023-12-15,Out for Delivery
0MIXI64AJ6,2023-12-01,Customer_EQS00,Shipped,2023-12-20,Sea,171.22,Product_NAGAO,X3R9R,SA06YJCT,"B0PNWIALKC Street, City, Country",Paid,239.83,Low,2,32ISEN6A,26.43,Bank Transfer,"T81UCKHNC5 Street, City, Country",2023-12-10,Delivered
P2X14GLTCN,2023-12-10,Customer_ZQALI,Processing,2023-12-15,Sea,74.13,Product_LF6OO,0YW2A,6ILPYWTF,"G6CO6Q0XKK Street, City, Country",Unpaid,744.16,Low,3,4DBM5DF4,40.74,PayPal,"396K7P3X9J Street, City, Country",2023-12-20,Delivered
N77Y92DDW4,2023-12-01,Customer_5YI9J,Shipped,2023-12-10,Sea,353.21,Product_GH4GJ,XBVGU,ARWT3WXC,"ZGTTKXQBOC Street, City, Country",Unpaid,312.95,High,5,MEWVY7VK,32.33,Credit Card,"DO52QFCWLA Street, City, Country",2023-12-20,In Transit
6KJDOUND58,2023-12-10,Customer_PO9L0,Shipped,2023-12-10,Land,405.44,Product_2HLWC,K473T,PWR5L85Z,"WT1EFYD52R Street, City, Country",Unpaid,559.87,High,5,KMG545U9,14.15,Bank Transfer,"RVQWHDYQH5 Street, City, Country",2023-12-10,In Transit
K0XM8CQFIG,2023-12-10,Customer_Y6IBE,Delivered,2023-12-15,Air,15.62,Product_MTO0E,S011D,JHK19QRN,"OWHLQWNGK6 Street, City, Country",Unpaid,79.53,High,4,81DWJWR8,47.41,PayPal,"8IBADSYL4A Street, City, Country",2023-12-15,In Transit
900NI42VCQ,2023-12-01,Customer_84ZMG,Processing,2023-12-20,Air,99.19,Product_PW4U8,WOYJZ,J6PK0RZ0,"YCZZ07HXB3 Street, City, Country",Paid,707.19,High,5,KH14XL49,35.47,Credit Card,"M3ARBKSIAK Street, City, Country",2023-12-15,In Transit
LG15D6QNQN,2023-12-15,Customer_IIH64,Shipped,2023-12-15,Air,76.63,Product_9CBB6,M629H,IYZPEP51,"VS9N93BV1O Street, City, Country",Paid,235.08,High,1,HZA8DUG7,45.9,PayPal,"JPOZYSRV2F Street, City, Country",2023-12-15,In Transit
HL0FOEM441,2023-12-10,Customer_7047U,Delivered,2023-12-15,Air,122.16,Product_EAGUR,9T9I5,AQMQ7EO9,"A2WGBC3VMB Street, City, Country",Unpaid,324.98,Medium,4,EQIV6ESG,9.43,Credit Card,"H8YV9YQR7C Street, City, Country",2023-12-20,Out for Delivery
8LA8YXU22A,2023-12-10,Customer_YZ9QJ,Delivered,2023-12-15,Air,451.69,Product_1OQXL,V8U3E,8DGGBK77,"MOUM9JAWWS Street, City, Country",Paid,907.05,High,4,A8HJUB4V,40.92,Bank Transfer,"ID1P6LAPIL Street, City, Country",2023-12-15,In Transit
D8SRIRO3CF,2023-12-01,Customer_POR85,Shipped,2023-12-15,Air,194.66,Product_P74ZP,7SG8N,FXHL2IKN,"6X8Q8FNLP9 Street, City, Country",Paid,441.88,Low,3,M22RNOKK,25.52,PayPal,"ELC65D6J4K Street, City, Country",2023-12-15,In Transit
953LXYSX8V,2023-12-01,Customer_2RKGS,Shipped,2023-12-20,Land,230.31,Product_C4ST4,4ET6C,AJEDT5SY,"NP8ZUWGWP4 Street, City, Country",Unpaid,757.23,Medium,5,WEJ5IVDO,32.68,PayPal,"3B65H5GMMK Street, City, Country",2023-12-20,Delivered
XAGNDQJJV5,2023-12-15,Customer_8BTPE,Delivered,2023-12-20,Air,351.34,Product_PGZAH,T0SU9,5V48Q0SQ,"R1MGQ6C1F7 Street, City, Country",Paid,426.15,High,2,SH4PQFXV,36.79,PayPal,"H8SF5DI7KV Street, City, Country",2023-12-15,Delivered
EOJBWNO45V,2023-12-01,Customer_RIK4C,Processing,2023-12-15,Sea,411.09,Product_YH4XH,16GU1,J38NPQ6B,"A3ZZNIDIQN Street, City, Country",Paid,364.21,Low,2,SO71ZUOX,22.31,Bank Transfer,"J0YYKWAIDA Street, City, Country",2023-12-10,In Transit
RD8X1J4VRN,2023-12-15,Customer_6SECV,Shipped,2023-12-20,Land,51.14,Product_6XJDC,9SFVU,XN9QJMQJ,"5LYEKSJ1CY Street, City, Country",Paid,866.64,Low,2,LQ4GPUTA,16.12,PayPal,"154G0LPJGI Street, City, Country",2023-12-15,In Transit
X1RMBG7YBH,2023-12-01,Customer_3LRJX,Processing,2023-12-10,Land,299.86,Product_TF0H9,XYV6X,MVKU3ALA,"FJ73U8BUY6 Street, City, Country",Unpaid,183.72,High,1,LFSXKNHL,35.48,Bank Transfer,"AB36YPUS30 Street, City, Country",2023-12-20,Delivered
Y9VX2P4I8L,2023-12-01,Customer_XSJC4,Shipped,2023-12-20,Air,67.64,Product_28NYY,M2JA8,1TEMW0U4,"B57GD0HVM2 Street, City, Country",Paid,244.28,High,4,36894WI4,26.46,PayPal,"OOLAQXVT3E Street, City, Country",2023-12-15,Out for Delivery
WB3NOCT9ZE,2023-12-10,Customer_TKVWZ,Delivered,2023-12-10,Air,21.7,Product_YILZQ,BDJ9G,W661GVEQ,"31XSDB1BPD Street, City, Country",Unpaid,506.93,Low,1,DI40L5SQ,19.83,Credit Card,"2SHQFBTS3U Street, City, Country",2023-12-10,In Transit
LZ2DDLQRXG,2023-12-01,Customer_H6THN,Shipped,2023-12-10,Sea,189.83,Product_TNYJY,U1HCM,VM52PK2O,"OD9MLFXQA0 Street, City, Country",Unpaid,490.83,Medium,5,XJOOQ2HL,16.74,Credit Card,"3JCTNK4PQ7 Street, City, Country",2023-12-20,In Transit
Q7U5UL0RTM,2023-12-15,Customer_1QDB8,Delivered,2023-12-15,Air,239.4,Product_JFDAD,BUBI9,84TQ4SQJ,"1N87BM7ASB Street, City, Country",Paid,558.47,Medium,4,LJR8UVPC,5.7,Bank Transfer,"US031ZRXIO Street, City, Country",2023-12-10,Delivered
9QG5OGFSEN,2023-12-10,Customer_8X27B,Shipped,2023-12-10,Sea,242.94,Product_X74RL,AWT9L,EEMLKQHE,"JTFISEFVE1 Street, City, Country",Unpaid,633.47,Medium,4,7RILY7TY,32.91,PayPal,"NPM0PIWTYH Street, City, Country",2023-12-10,In Transit
SG965WFFEN,2023-12-10,Customer_7TZNK,Shipped,2023-12-10,Land,296.58,Product_LG56Y,YS8CE,AJ513ZFR,"4GZD6F7JSX Street, City, Country",Paid,351.21,Low,1,UKM9BVQF,39.73,Credit Card,"0DN28AZN5B Street, City, Country",2023-12-10,Delivered
FRS6O7QLWJ,2023-12-10,Customer_M7EAD,Delivered,2023-12-15,Sea,394.87,Product_TGQ4N,G4AZE,P2MYANL9,"MITMTUPJF6 Street, City, Country",Paid,889.12,High,5,MS9E5XK6,29.75,Bank Transfer,"TB0HEJHHSH Street, City, Country",2023-12-10,In Transit
XCZ0OJZFJD,2023-12-01,Customer_986PP,Delivered,2023-12-20,Air,312.96,Product_B2YRB,3UT4P,JWHRGCLT,"VP7GHDT17C Street, City, Country",Paid,979.66,Medium,2,9JD5TY7N,14.07,Bank Transfer,"F7TKXILGEN Street, City, Country",2023-12-15,In Transit
6XKWYPOAPP,2023-12-15,Customer_JJZBD,Shipped,2023-12-20,Land,114.57,Product_7WN8D,H2KJB,TA26719I,"YJ6UMTA3DZ Street, City, Country",Paid,820.43,Low,3,RT34BF8K,49.56,Credit Card,"Z54JZVD3CZ Street, City, Country",2023-12-15,Delivered
RQ15TJOHEO,2023-12-10,Customer_BIC1N,Delivered,2023-12-10,Land,262.09,Product_0STY0,D2S15,BBKAGHUP,"S5692NXQ5Q Street, City, Country",Unpaid,223.08,Low,5,ND1X9KIV,30.35,PayPal,"WMBDDKNASR Street, City, Country",2023-12-10,Delivered
KZA1AMYMIA,2023-12-01,Customer_7CCRW,Delivered,2023-12-20,Air,226.73,Product_YTXC2,1X185,1OHI7W7N,"S45X0A4YQI Street, City, Country",Unpaid,944.89,Medium,4,ZDAW0HBW,46.79,PayPal,"2WPN7EP8BB Street, City, Country",2023-12-20,Out for Delivery
O1SBTL04G6,2023-12-10,Customer_Y2280,Processing,2023-12-10,Air,311.95,Product_ED3KT,2PGWN,EDYBZDP4,"SUXSJKNPAR Street, City, Country",Paid,66.49,High,3,AZHSZG9E,21.37,PayPal,"DI11Q4FQ71 Street, City, Country",2023-12-20,Out for Delivery
ZAF2WFDKWM,2023-12-15,Customer_ZC477,Processing,2023-12-10,Air,146.77,Product_9ODJ5,CH3K6,VMRUVXJV,"6AP1JY0GXE Street, City, Country",Paid,538.04,High,2,OWZY09DZ,19.01,PayPal,"U52X44XMGS Street, City, Country",2023-12-20,In Transit
ULZMC0VSMY,2023-12-01,Customer_LF1V2,Delivered,2023-12-20,Sea,390.14,Product_O0OFP,Y4P3J,H6IJ3FZN,"CHA2KQCA7G Street, City, Country",Paid,523.59,High,3,EJZZMDQI,14.78,PayPal,"0J1WT67YSW Street, City, Country",2023-12-20,Out for Delivery
CQAGAYPJDG,2023-12-15,Customer_WFHYH,Processing,2023-12-15,Land,436.76,Product_APUSS,ZQUT3,GXH7F4A8,"VJ1150KKI0 Street, City, Country",Paid,769.52,High,2,IZFK5KS5,18.11,PayPal,"V4I7YDDHYE Street, City, Country",2023-12-10,In Transit
AEVVVUIKSB,2023-12-01,Customer_XE2OF,Shipped,2023-12-15,Sea,50.85,Product_79CIU,1SZFH,NJ39EK7Y,"5Y3WJO6WAR Street, City, Country",Unpaid,520.82,High,2,X5CZER00,15.45,Bank Transfer,"7LK5XYLLUI Street, City, Country",2023-12-15,In Transit
3376Y68NDG,2023-12-01,Customer_QI9BJ,Processing,2023-12-15,Land,88.97,Product_TEK1M,3IYTT,ZBO718YD,"XDPICHQGD7 Street, City, Country",Paid,622.68,Medium,5,2M0W479V,33.47,PayPal,"M7PBMD0DUA Street, City, Country",2023-12-20,In Transit
AGGOFUBAI6,2023-12-01,Customer_YAE6Z,Shipped,2023-12-10,Land,495.22,Product_WJHV1,OEDU4,2X93LIRV,"ZVFH2FEZY8 Street, City, Country",Unpaid,643.69,High,1,U1Q839UI,21.92,PayPal,"4R22N5HMWU Street, City, Country",2023-12-15,Out for Delivery
A7AWFS4BSB,2023-12-01,Customer_ECJ0I,Shipped,2023-12-20,Air,117.3,Product_M5X87,6PZ15,6QPJPPQH,"PDWRVBWYC1 Street, City, Country",Unpaid,594.45,Low,5,AEVIGRL9,17.52,Credit Card,"ZHWTPTXBG4 Street, City, Country",2023-12-15,Delivered
8XBGCFL5MO,2023-12-01,Customer_LJ7D1,Shipped,2023-12-15,Land,93.67,Product_HO0OH,B55DI,AKXXND1V,"UC2CQATE15 Street, City, Country",Paid,333.27,Medium,1,KI0WU93I,8.43,Credit Card,"O17RYSVN73 Street, City, Country",2023-12-20,Delivered
Y3Y8JGLBY4,2023-12-10,Customer_VR05Q,Processing,2023-12-20,Land,356.77,Product_3Y6RK,9W88S,JB998SAC,"DMQA41UY1V Street, City, Country",Paid,717.91,Medium,3,D0EWZTJC,36.27,Credit Card,"XVSYSWXVWV Street, City, Country",2023-12-10,Delivered
4N136YVAQT,2023-12-15,Customer_4F7A8,Shipped,2023-12-10,Land,48.52,Product_RWHB2,M243B,N5MVHULG,"9HLJZ060QR Street, City, Country",Paid,903.99,High,3,0N3062WE,31.73,Credit Card,"QD6EA5G6NI Street, City, Country",2023-12-15,In Transit
5OPFJ2QRO6,2023-12-01,Customer_WBW4Q,Shipped,2023-12-15,Land,75.06,Product_6ZS9I,68VV2,E6O757F9,"0YAQRSNODK Street, City, Country",Paid,873.1,Low,1,8YQ3BLRN,36.09,PayPal,"W4U0ZPMGRL Street, City, Country",2023-12-20,Out for Delivery
DW3FOKTY7O,2023-12-10,Customer_VOKWQ,Delivered,2023-12-15,Air,311.43,Product_7U0UP,Q7QLE,4DD1R5FE,"29P89H2WZL Street, City, Country",Unpaid,189.3,Low,5,J53XLS5A,45.87,Credit Card,"KOB16SRUBO Street, City, Country",2023-12-15,Out for Delivery
BSB999PPN7,2023-12-01,Customer_ABJLE,Delivered,2023-12-15,Air,421.31,Product_YMXRS,D5IM6,63HMIVVI,"CHGXI9V8OP Street, City, Country",Paid,277.13,Low,4,S4EH365A,29.39,PayPal,"X827PRPKN7 Street, City, Country",2023-12-10,In Transit
G0FAOIRB3S,2023-12-15,Customer_3MCCU,Delivered,2023-12-15,Land,187.21,Product_JN4YL,1E7HB,2873MDYM,"E31DEZFWQ7 Street, City, Country",Paid,625.68,Low,3,NXU1ME72,46.83,PayPal,"XSAEAP1C6X Street, City, Country",2023-12-20,Delivered
54GSCS31D7,2023-12-15,Customer_BLLHS,Shipped,2023-12-10,Air,475.03,Product_R0WPK,13S4H,HBVYOPLI,"R9BWEYLL4Y Street, City, Country",Unpaid,620.2,High,3,TY0Y4A6V,34.9,PayPal,"CKJ73NF8V3 Street, City, Country",2023-12-10,In Transit
